0.513061611 1.147107297
0.655122125 -0.970661034
1.264496128 1.837349441
0.212169557 -0.378766996
-1.144796162 -1.111451314
-1.581538866 -0.081962079
0.682549787 1.191957803
0.869667198 -0.648673633
0.611438179 -0.240188337
1.002939733 0.975736257
-1.318816882 -0.015601971
0.199381464 -0.880579476
0.702886885 -0.456003338
0.393808091 -0.084548076
0.725280924 1.412217648
0.653613037 1.431763707
0.323855239 1.039364180
0.465189514 1.094210485
-0.931731903 -0.558946218
0.962474686 1.312289709
1.395511980 0.884135914
-0.555138466 -1.208212091
-0.130067280 0.121206682
0.346331631 -1.254444267
-1.175394826 -0.166360965
0.657981219 -0.535404900
0.401474413 1.124802446
-1.087325894 -0.749957742
1.020841167 -0.559534298
0.831458748 -0.419398572
0.254290406 0.711643684
0.820809167 -1.763329563
0.542715918 1.286767036
-1.543990898 -1.549364421
0.464738304 0.804908753
0.935276225 -0.412447648
0.290532582 -0.817918068
0.972372033 -0.864840640
0.245602559 1.675700998
-1.583570690 -1.005104787
0.431274351 -0.703603321
1.249509489 -1.489592474
-1.470383382 -0.676313110
0.787161379 0.932127871
-1.307483846 -1.138214102
1.355004991 1.420786813
-1.798070733 -0.579079575
0.846879410 0.666361947
1.125958179 1.194785927
-1.629151624 0.061041323
0.295032622 -0.842879031
0.174360036 1.567796407
-1.789315474 -0.305444520
0.409321721 -0.835439075
0.734077982 1.108350438
-1.696861980 -0.417572711
-1.029007583 -0.524375239
-0.445526954 -0.162409605
0.045158383 -0.445318242
0.416399878 1.123560394
0.418839766 -0.870531948
-1.066461371 -0.764276545
-1.751212963 0.074114885
0.668751356 1.960662912
0.746150690 1.645385050
-1.453980502 -0.974332601
0.838348279 1.394884977
1.146117079 1.733334029
0.026663176 1.445185631
0.612639282 -0.799142818
-0.561240301 -0.330126579
0.714309282 1.421500624
-0.827174402 -0.559641673
1.110547231 0.783794827
0.208660157 1.615848360
-1.741172962 -0.853698404
0.452193039 -0.521029259
0.033042385 1.182000978
-1.462408068 0.037353070
-1.683545302 -1.284968293
0.528486562 1.325798736
0.624247414 1.424854758
-0.921402932 -0.743515197
0.720195613 -0.807533877
-1.771685336 -0.354157861
-0.990069851 -0.362284491
1.430089490 -0.531142040
-1.396993756 -0.370484731
-0.334471756 1.519535773
-1.540949195 -0.419583532
1.247070455 2.003526365
-1.051790205 -0.323829833
0.804106346 1.540166958
0.774190808 -0.721362566
0.483213635 -0.495537071
-1.226882733 -0.435713761
-0.359465518 -0.315152309
-1.563929995 -0.741420873
-0.851200926 -1.103866051
0.543709777 -1.336096765
-1.807091559 -0.862957114
-1.430646199 -1.218806228
1.566281193 -1.096106868
0.542976698 -0.645175759
0.721013695 1.831472199
1.047671798 2.137940481
0.822098782 0.998081829
0.725891084 -0.592664918
0.317206742 0.493163477
-0.956789378 -0.936763624
0.380679247 -1.222083814
0.506858654 1.741151471
0.621382022 -0.285662108
0.314200852 1.415622757
1.249350807 1.184954943
-0.093121966 -0.609574577
0.255581706 -0.211258888
0.949972146 1.315136876
-0.920554156 -0.649012916
0.346416937 0.592322483
-0.003107580 2.024910124
-1.330639942 -0.941615213
-0.539566109 -0.106312102
0.508317577 -0.538948656
-1.649343958 -0.247931697
1.548823927 -0.699586472
-1.137133056 -1.108981520
1.115607738 -0.262501899
1.094994535 -0.427831227
0.915157980 -1.313091663
-1.047425833 -1.307287228
0.934602873 -0.175921658
0.107335172 -0.875321229
0.690673717 1.382728461
-1.875714946 -0.511935313
0.776702922 -0.445916493
1.036459775 1.205915920
0.309570469 1.285122938
-1.606525293 -0.951772708
-1.593417559 -0.473030676
0.415180848 -0.837900749
0.061650435 -0.658476045
0.857868274 -0.728357298
0.868561184 -0.907450927
-1.556010939 -0.670721782
-1.487015758 0.068625737
1.552911847 0.698261750
0.430882205 -0.775817703
-1.724311501 -0.662799421
0.520162658 -0.776385527
